dataset,model,poplift_low,poplift_medium,poplift_high,gap_low_high,gap_low_medium,gap_medium_high
foursquaretky,foursquaretky_sample-debias-PDA-Oct-07-2024_15-09-28,1.6307197626823533,1.9797220298513634,0.810932356622931,0.8197874060594224,0.34900226716901006,1.1687896732284324
foursquaretky,foursquaretky_sample-contextpoi-LORE-Sep-16-2024_09-00-00,-0.8383751055435238,-0.8210856262791226,-0.8906764337706894,0.0523013282271656,0.017289479264401164,0.06959080749156676
foursquaretky,foursquaretky_sample-contextpoi-USG-Sep-16-2024_09-00-00,2.7780472901589897,2.738398745167759,1.7038805693356205,1.0741667208233692,0.039648544991230494,1.0345181758321387
yelp,yelp_sample-BPR-Oct-07-2024_14-35-49,1.1539712278384604,1.7222038536281008,1.7656207473799195,0.6116495195414591,0.5682326257896404,0.043416893751818675
yelp,yelp_sample-BPR-Sep-11-2024_22-08-24,1.1539712278384604,1.7222038536281004,1.7656207473799195,0.6116495195414591,0.56823262578964,0.04341689375181912
yelp,yelp_sample-ItemKNN-Oct-07-2024_14-35-45,-0.14470813608363184,-0.9029434958808318,-0.9480905386310338,0.8033824025474019,0.7582353597971999,0.04514704275020198
yelp,yelp_sample-ItemKNN-Sep-11-2024_22-55-41,-0.14470813608363184,-0.9029434958808318,-0.9480905386310338,0.8033824025474019,0.7582353597971999,0.04514704275020198
yelp,yelp_sample-SimpleX-Oct-07-2024_14-31-54,0.7394432692532272,0.8255866250986413,0.7490604622376655,0.009617192984438305,0.0861433558454141,0.0765261628609758
yelp,yelp_sample-SimpleX-Sep-11-2024_22-52-17,0.7394432692532272,0.8255866250986413,0.7490604622376655,0.009617192984438305,0.0861433558454141,0.0765261628609758
yelp,yelp_sample-debias-MACR-Oct-07-2024_14-47-01,1.224808284052393,1.5766190974493484,1.9343264968290594,0.7095182127766664,0.3518108133969553,0.3577073993797111
yelp,yelp_sample-debias-MACR-Sep-11-2024_14-42-02,1.224808284052393,1.5766190974493484,1.9343264968290599,0.7095182127766668,0.3518108133969553,0.3577073993797115
yelp,yelp_sample-debias-PDA-Aug-22-2024_15-41-55,1.7941283284384417,1.6228364803632385,1.517608876394859,0.27651945204358275,0.17129184807520326,0.10522760396837949
yelp,yelp_sample-debias-PDA-Oct-07-2024_14-55-22,1.7941283284384422,1.622836480363239,1.517608876394859,0.2765194520435832,0.17129184807520326,0.10522760396837993
yelp,yelp_sample-contextpoi-LORE-Sep-16-2024_09-00-00,-0.816348372778694,-0.7296283099537456,-0.668356219031605,0.14799215374708896,0.08672006282494837,0.06127209092214059
yelp,yelp_sample-contextpoi-USG-Sep-16-2024_09-00-00,-0.7323933431918112,-0.7642913471391628,-0.8529231927879292,0.12052984959611801,0.03189800394735165,0.08863184564876636
snowcard,snowcard_sample-BPR-Oct-07-2024_14-40-48,0.09454921647106711,-0.0702976139321595,-0.30760805319787127,0.4021572696689384,0.16484683040322662,0.23731043926571177
snowcard,snowcard_sample-BPR-Sep-11-2024_21-55-22,0.09454921647106711,-0.0702976139321595,-0.3076080531978716,0.4021572696689387,0.16484683040322662,0.2373104392657121
snowcard,snowcard_sample-ItemKNN-Oct-07-2024_14-40-46,0.13820297130452483,-0.011463064437891204,-0.14418504509785487,0.2823880164023797,0.14966603574241605,0.13272198065996366
snowcard,snowcard_sample-ItemKNN-Sep-11-2024_21-59-35,0.13820297130452483,-0.011463064437891204,-0.1441850450978551,0.2823880164023799,0.14966603574241605,0.13272198065996388
snowcard,snowcard_sample-SimpleX-Oct-07-2024_14-39-04,0.3396818397666374,-0.008550462977779,-0.08876424376663938,0.4284460835332768,0.3482323027444164,0.08021378078886038
snowcard,snowcard_sample-SimpleX-Sep-11-2024_21-56-02,0.3396818397666374,-0.008550462977779,-0.08876424376663974,0.4284460835332772,0.3482323027444164,0.08021378078886074
snowcard,snowcard_sample-debias-MACR-Aug-22-2024_15-32-26,-0.01565361915745218,-0.23291786212176202,-0.34851638662831314,0.33286276747086097,0.21726424296430985,0.11559852450655111
snowcard,snowcard_sample-debias-MACR-Oct-07-2024_14-56-27,-0.01565361915745218,-0.23291786212176202,-0.34851638662831314,0.33286276747086097,0.21726424296430985,0.11559852450655111
snowcard,snowcard_sample-debias-PDA-Aug-22-2024_15-29-08,0.25909029238179215,-0.08621983524744001,-0.2938317249732238,0.552922017355016,0.3453101276292322,0.2076118897257838
snowcard,snowcard_sample-debias-PDA-Oct-07-2024_14-57-28,0.25909029238179215,-0.08621983524744001,-0.2938317249732238,0.552922017355016,0.3453101276292322,0.2076118897257838
snowcard,snowcard_sample-contextpoi-LORE-Sep-16-2024_09-00-00,-0.43967505596635226,-0.3944701564426565,-0.5516909372391442,0.11201588127279194,0.045204899523695774,0.1572207807964877
snowcard,snowcard_sample-contextpoi-USG-Sep-16-2024_09-00-00,0.8572688420052909,0.3334860351547403,0.17876994709979657,0.6784988949054943,0.5237828068505506,0.15471608805494372
